vid,uid,s_min,s_sec,a_obj,split,label
y7EDuJf2ksQ,y7EDuJf2ksQ_14000_24000,0,14,piano_guitar_violin,train,v2
y7EDuJf2ksQ,y7EDuJf2ksQ_79000_89000,1,19,piano_guitar_violin,train,v2
y7EDuJf2ksQ,y7EDuJf2ksQ_400000_410000,6,40,piano_guitar_violin,train,v2
Y7gRJOkZV-g,Y7gRJOkZV-g_503000_513000,8,23,man_motorcycle,train,v2
Y7gRJOkZV-g,Y7gRJOkZV-g_535000_545000,8,55,man_motorcycle,train,v2
Y7gRJOkZV-g,Y7gRJOkZV-g_745000_755000,12,25,utv_man,train,v2
Y7gRJOkZV-g,Y7gRJOkZV-g_780000_790000,13,0,utv_man,train,v2
Y7gRJOkZV-g,Y7gRJOkZV-g_815000_825000,13,35,utv_man,train,v2
Y7gRJOkZV-g,Y7gRJOkZV-g_970000_980000,16,10,utv_man,train,v2
y8wlLebD_Ls,y8wlLebD_Ls_95000_105000,1,35,dog_hen,train,v2
yB0GcLlUnr0,yB0GcLlUnr0_446000_456000,7,26,woman_bassoon,test,v2
YBHwHU5fwjE,YBHwHU5fwjE_8000_18000,0,8,piano_guitar,train,v2
YBHwHU5fwjE,YBHwHU5fwjE_30000_40000,0,30,girl_piano_guitar,train,v2
YBHwHU5fwjE,YBHwHU5fwjE_60000_70000,1,0,drum_piano_guitar_girl,train,v2
YBHwHU5fwjE,YBHwHU5fwjE_75000_85000,1,15,drum_piano_guitar_girl,train,v2
yC5nrbYn7TM,yC5nrbYn7TM_321000_331000,5,21,man_clipper,train,v2
ycZ2eEhXTN8,ycZ2eEhXTN8_25000_35000,0,25,piano_tuba,train,v2
YdA7Cjrqxw4,YdA7Cjrqxw4_70000_80000,1,10,piano_violin,train,v2
YdA7Cjrqxw4,YdA7Cjrqxw4_430000_440000,7,10,piano_violin,train,v2
YFUWu4HvTWo,YFUWu4HvTWo_16000_26000,0,16,woman_piano,test,v2
YFUWu4HvTWo,YFUWu4HvTWo_40000_50000,0,40,woman_piano,test,v2
YFUWu4HvTWo,YFUWu4HvTWo_60000_70000,1,0,woman_piano,test,v2
Yg_XT83zL7o,Yg_XT83zL7o_165000_175000,2,45,woman_baby_man,train,v2
Yg_XT83zL7o,Yg_XT83zL7o_230000_240000,3,50,baby_man,train,v2
YgdvCtrWk3s_0,YgdvCtrWk3s_0,0,0,dog_mower,train,v1m
YgdvCtrWk3s_1,YgdvCtrWk3s_1,0,0,mower_dog,train,v1m
ygrrc2Saf_8_10,ygrrc2Saf_8_10,0,0,man_dog,train,v1m
ygrrc2Saf_8_6,ygrrc2Saf_8_6,0,0,man_dog_woman,train,v1m
YhEahLMH0X4,YhEahLMH0X4_20000_30000,0,20,tabla_sitar,test,v2
YhEahLMH0X4,YhEahLMH0X4_195000_205000,3,15,tabla_sitar,test,v2
YJ2O7vQfeiE,YJ2O7vQfeiE_207000_217000,3,27,erhu_man,train,v2
YjWmD-V9Yf8,YjWmD-V9Yf8_1240000_1250000,20,40,piano_man,val,v2
YjWmD-V9Yf8,YjWmD-V9Yf8_1280000_1290000,21,20,piano_man,val,v2
YlUxExcjg0A,YlUxExcjg0A_40000_50000,0,40,baby_pipa,val,v2
yo0FoM-FOSE,yo0FoM-FOSE_20000_30000,0,20,woman_guitar,train,v2
yo0FoM-FOSE,yo0FoM-FOSE_60000_70000,1,0,woman_guitar,train,v2
YtVptiac05A,YtVptiac05A_216000_226000,3,36,flute_bassoon_clarinet,train,v2
YTXrTQBJ_hw,YTXrTQBJ_hw_16000_26000,0,16,woman_harp,train,v2
YTXrTQBJ_hw,YTXrTQBJ_hw_152000_162000,2,32,woman_harp,train,v2
ytYEDW7TKkk,ytYEDW7TKkk_1343000_1353000,22,23,utv_man,train,v2
YUa38WzaPf8,YUa38WzaPf8_0_10000,0,0,emergency-car_car,train,v2
yvJt09sA1CU,yvJt09sA1CU_26000_36000,0,26,drum_trumpet,val,v2
yVT4LZ7ksrQ,yVT4LZ7ksrQ_555000_565000,9,15,man_pipa,test,v2
yVT4LZ7ksrQ,yVT4LZ7ksrQ_862000_872000,14,22,flute_pipa,test,v2
yWZbpVsETZM,yWZbpVsETZM_102000_112000,1,42,man_hair-dryer,train,v2
yXh6hBb-1nE_0,yXh6hBb-1nE_0,0,0,man_piano,train,v1m
yxMs4ZRLYtE,yxMs4ZRLYtE_35000_45000,0,35,piano_cello,train,v2
YyAFNpfAtOs,YyAFNpfAtOs_410000_420000,6,50,woman_duck_hen,train,v2
YyAFNpfAtOs,YyAFNpfAtOs_418000_428000,6,58,woman_boy_hen,train,v2
YyAFNpfAtOs,YyAFNpfAtOs_442000_452000,7,22,woman_duck_hen,train,v2
YyAFNpfAtOs,YyAFNpfAtOs_468000_478000,7,48,hen_duck,train,v2
YYbShzoZWRo_25,YYbShzoZWRo_25,0,0,dog_baby,test,v1m
YYbShzoZWRo_28,YYbShzoZWRo_28,0,0,baby_dog,train,v1m
YYbShzoZWRo_3,YYbShzoZWRo_3,0,0,baby_dog,test,v1m
YYbShzoZWRo_30,YYbShzoZWRo_30,0,0,baby_dog,train,v1m
YYbShzoZWRo_4,YYbShzoZWRo_4,0,0,baby_dog,val,v1m
YYbShzoZWRo_5,YYbShzoZWRo_5,0,0,baby_dog,train,v1m
YYbShzoZWRo_6,YYbShzoZWRo_6,0,0,baby_dog,val,v1m
YYbShzoZWRo_7,YYbShzoZWRo_7,0,0,baby_dog,train,v1m
YyCrJqCRw8Q,YyCrJqCRw8Q_5000_15000,0,5,man_gun,train,v2
z1f9qdMQt28,z1f9qdMQt28_50000_60000,0,50,woman_guitar,train,v2
z1f9qdMQt28,z1f9qdMQt28_180000_190000,3,0,woman_guitar,train,v2
Z2C2Ewg67A4,Z2C2Ewg67A4_3000_13000,0,3,flute_guitar,train,v2
z2hBLuh8CPw,z2hBLuh8CPw_18000_28000,0,18,piano_trombone,train,v2
z2hBLuh8CPw,z2hBLuh8CPw_38000_48000,0,38,piano_trombone,train,v2
z3Q_mZgKLrM,z3Q_mZgKLrM_20000_30000,0,20,drum_piano_cello_marimba,val,v2
z3Q_mZgKLrM,z3Q_mZgKLrM_65000_75000,1,5,tuba_drum_piano_cello,val,v2
Z4CVbGw48bQ,Z4CVbGw48bQ_510000_520000,8,30,man_horse,train,v2
Z4CVbGw48bQ,Z4CVbGw48bQ_620000_630000,10,20,man_horse,train,v2
ZA5Nt3wyYwo,ZA5Nt3wyYwo_3000_13000,0,3,woman_bird_man,train,v2
ZA5Nt3wyYwo,ZA5Nt3wyYwo_16000_26000,0,16,woman_bird_man,train,v2
ZALSu2gYKg8,ZALSu2gYKg8_90000_100000,1,30,woman_man,train,v2
ZALSu2gYKg8,ZALSu2gYKg8_710000_720000,11,50,woman_parrot,train,v2
zcJLBgy-gaQ,zcJLBgy-gaQ_410000_420000,6,50,woman_parrot,train,v2
zcJLBgy-gaQ,zcJLBgy-gaQ_895000_905000,14,55,woman_parrot,train,v2
ZDfjUezW2Sg,ZDfjUezW2Sg_80000_90000,1,20,woman_piano,train,v2
ZEDvxmeBMqg,ZEDvxmeBMqg_184000_194000,3,4,axe_man,train,v2
ZEDvxmeBMqg,ZEDvxmeBMqg_282000_292000,4,42,saw_man,train,v2
ZEDvxmeBMqg,ZEDvxmeBMqg_365000_375000,6,5,saw_man,train,v2
ZEDvxmeBMqg,ZEDvxmeBMqg_410000_420000,6,50,saw_man,train,v2
ZEDvxmeBMqg,ZEDvxmeBMqg_472000_482000,7,52,saw_man,train,v2
ZedzGfGN1tk_0,ZedzGfGN1tk_0,0,0,guitar_man,val,v1m
ZedzGfGN1tk_1,ZedzGfGN1tk_1,0,0,man_guitar,test,v1m
zEua8MvDtSI,zEua8MvDtSI_18000_28000,0,18,piano_clarinet,train,v2
zEua8MvDtSI,zEua8MvDtSI_31000_41000,0,31,piano_clarinet,train,v2
zEua8MvDtSI,zEua8MvDtSI_118000_128000,1,58,piano_clarinet,train,v2
zEua8MvDtSI,zEua8MvDtSI_144000_154000,2,24,piano_clarinet,train,v2
zEua8MvDtSI,zEua8MvDtSI_190000_200000,3,10,piano_clarinet,train,v2
zEua8MvDtSI,zEua8MvDtSI_215000_225000,3,35,piano_clarinet,train,v2
zeYZBpiPmVI,zeYZBpiPmVI_92000_102000,1,32,flute_piano_clarinet,train,v2
zF58qcNB16s,zF58qcNB16s_30000_40000,0,30,guitar_man,train,v2
zfnNiLD_wug,zfnNiLD_wug_55000_65000,0,55,piano_clarinet,train,v2
ZjNk0NZ0oUE,ZjNk0NZ0oUE_121000_131000,2,1,accordion_man,val,v2
zjrdKBkchCI,zjrdKBkchCI_30000_40000,0,30,woman_ukulele,val,v2
zktDT4yc5fk,zktDT4yc5fk_20000_30000,0,20,girl_guitar,test,v2
zktDT4yc5fk,zktDT4yc5fk_75000_85000,1,15,girl_guitar,test,v2
ZnjuJyf1oCk,ZnjuJyf1oCk_38000_48000,0,38,drum_cello_sitar,test,v2
ZnjuJyf1oCk,ZnjuJyf1oCk_46000_56000,0,46,drum_cello_sitar,test,v2
ZnjuJyf1oCk,ZnjuJyf1oCk_67000_77000,1,7,drum_cello_sitar,test,v2
ZOtE45O2NFQ,ZOtE45O2NFQ_15000_25000,0,15,woman_guitar,train,v2
ZOtE45O2NFQ,ZOtE45O2NFQ_55000_65000,0,55,woman_guitar_man,train,v2
ZOtE45O2NFQ,ZOtE45O2NFQ_120000_130000,2,0,woman_guitar_man,train,v2
zPMUL7f4OOU,zPMUL7f4OOU_39000_49000,0,39,bassoon_cello_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_96000_106000,1,36,cello_bassoon_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_106000_116000,1,46,bassoon_cello_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_255000_265000,4,15,bassoon_cello_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_310000_320000,5,10,cello_bassoon_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_420000_430000,7,0,bassoon_cello_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_500000_510000,8,20,bassoon_cello_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_574000_584000,9,34,cello_violin,test,v2
zPMUL7f4OOU,zPMUL7f4OOU_713000_723000,11,53,cello_violin,test,v2
zqRRzAThsHw,zqRRzAThsHw_30000_40000,0,30,trumpet_violin,train,v2
ZR3ByQycBMU,ZR3ByQycBMU_5000_15000,0,5,woman_piano,train,v2
ZR3vnlhJuSE,ZR3vnlhJuSE_18000_28000,0,18,drum_guitar_cello,train,v2
ZR3vnlhJuSE,ZR3vnlhJuSE_63000_73000,1,3,drum_guitar_cello,train,v2
ZR3vnlhJuSE,ZR3vnlhJuSE_101000_111000,1,41,drum_guitar,train,v2
ZR3vnlhJuSE,ZR3vnlhJuSE_145000_155000,2,25,drum_guitar_cello,train,v2
ZSs-4dWO6Xo,ZSs-4dWO6Xo_95000_105000,1,35,man_donkey,test,v2
zU0iA_sBzg0,zU0iA_sBzg0_11000_21000,0,11,woman_boat,train,v2
zU0iA_sBzg0,zU0iA_sBzg0_110000_120000,1,50,woman_boat,train,v2
ZuDaNS19Qe4,ZuDaNS19Qe4_110000_120000,1,50,clarinet_cello_violin,train,v2
ZuDaNS19Qe4,ZuDaNS19Qe4_310000_320000,5,10,clarinet_cello_violin,train,v2
ZuvTnA3ISHY,ZuvTnA3ISHY_14000_24000,0,14,tuba_trumpet_trombone,val,v2
zvjPsMpbnac,zvjPsMpbnac_0_10000,0,0,tabla_woman,train,v2
ZWGBryiRvqE,ZWGBryiRvqE_4000_14000,0,4,woman_piano,test,v2
ZWIdak6woRc,ZWIdak6woRc_435000_445000,7,15,woman_man,train,v2
ZWIdak6woRc,ZWIdak6woRc_448000_458000,7,28,woman_man,train,v2
ZWIdak6woRc,ZWIdak6woRc_530000_540000,8,50,woman_man,train,v2
ZwKV5MlCf60,ZwKV5MlCf60_32000_42000,0,32,guitar_saxophone,train,v2
